label;English
SoySet_13914;bean-tossing kit
StickLight_05741;light stick
Tambourine_05430;tambourine
Trash_03466;empty can
Trash_03469;boot
Trash_03470;old tire
Trash_13107;used fountain firework
Uchiwa_05319;uchiwa fan
Uchiwa_09762;Nook Inc. uchiwa fan
Windmill_05744;pinwheel
WrappingPaper_07683;yellow wrapping paper
WrappingPaper_07683_pl;yellow wrapping paper
WrappingPaper_07684;pink wrapping paper
WrappingPaper_07684_pl;pink wrapping paper
WrappingPaper_07685;orange wrapping paper
WrappingPaper_07685_pl;orange wrapping paper
WrappingPaper_07686;chartreuse wrapping paper
WrappingPaper_07686_pl;chartreuse wrapping paper
WrappingPaper_07687;green wrapping paper
WrappingPaper_07687_pl;green wrapping paper
WrappingPaper_07688;mint wrapping paper
WrappingPaper_07688_pl;mint wrapping paper
WrappingPaper_07689;light-blue wrapping paper
WrappingPaper_07689_pl;light-blue wrapping paper
WrappingPaper_07690;purple wrapping paper
WrappingPaper_07690_pl;purple wrapping paper
WrappingPaper_07691;navy wrapping paper
WrappingPaper_07691_pl;navy wrapping paper
WrappingPaper_07692;blue wrapping paper
WrappingPaper_07692_pl;blue wrapping paper
WrappingPaper_07693;white wrapping paper
WrappingPaper_07693_pl;white wrapping paper
WrappingPaper_07694;red wrapping paper
WrappingPaper_07694_pl;red wrapping paper
WrappingPaper_07695;gold wrapping paper
WrappingPaper_07695_pl;gold wrapping paper
WrappingPaper_07696;brown wrapping paper
WrappingPaper_07696_pl;brown wrapping paper
WrappingPaper_07697;gray wrapping paper
WrappingPaper_07697_pl;gray wrapping paper
WrappingPaper_07698;black wrapping paper
WrappingPaper_07698_pl;black wrapping paper
WrappingPaper_13792;festive wrapping paper
WrappingPaper_13792_pl;festive wrapping paper
