label;English
RoomWall_04939;white simple-cloth wall
RoomWall_04940;blue subway-tile wall
RoomWall_04941;white subway-tile wall
RoomWall_04943;pink-striped wall
RoomWall_04944;gray-striped wall
RoomWall_04945;blue-striped wall
RoomWall_04946;yellow-striped wall
RoomWall_04947;sakura-wood wall
RoomWall_04948;blue painted-wood wall
RoomWall_04949;green painted-wood wall
RoomWall_05164;mush wall
RoomWall_05215;mortar wall
RoomWall_05216;stone wall
RoomWall_05217;straw wall
RoomWall_05218;office wall
RoomWall_05221;street-art wall
RoomWall_05222;dig-site wall
RoomWall_05223;woodland wall
RoomWall_05224;imperial wall
RoomWall_05225;ramshackle wall
RoomWall_05226;party wall
RoomWall_05227;dojo wall
RoomWall_05228;ruins wall
RoomWall_05229;garbage-heap wall
RoomWall_05230;Jingle wall
RoomWall_05231;Bunny Day wall
RoomWall_05400;cityscape wall
RoomWall_05456;tree-lined wall
RoomWall_05457;jungle wall
RoomWall_05458;mossy-garden wall
RoomWall_05481;backyard-fence wall
RoomWall_05482;arched-window wall
RoomWall_05483;café-curtain wall
RoomWall_05484;meadow vista
RoomWall_05485;chain-link fence
RoomWall_05486;ocean-horizon wall
RoomWall_05487;rice-paddy wall
RoomWall_05488;desert vista
RoomWall_05489;western vista
RoomWall_05490;server-room wall
RoomWall_05491;security-monitors wall
RoomWall_05494;future-tech wall
RoomWall_05495;laboratory wall
RoomWall_05498;ski-slope wall
RoomWall_05499;stormy-night wall
RoomWall_05500;starry-sky wall
RoomWall_05501;sea view
RoomWall_05502;palace wall
RoomWall_05503;stadium wall
RoomWall_05504;sky wall
RoomWall_05505;ice wall
RoomWall_05506;magma-cavern wall
RoomWall_05508;underwater wall
RoomWall_05509;dungeon wall
RoomWall_05510;sci-fi wall
RoomWall_05512;ringside seating
RoomWall_05513;summit wall
RoomWall_05514;mangrove wall
RoomWall_05520;skull wall
RoomWall_05521;standard tearoom wall
RoomWall_05528;starry wall
RoomWall_05559;basic wall
RoomWall_05661;tropical vista
RoomWall_05662;iceberg wall
RoomWall_06004;Nook Inc. wall
RoomWall_06850;brown-brick wall
RoomWall_06851;brown-crown wall
RoomWall_06852;blue delicate-blooms wall
RoomWall_06853;red perforated-board wall
RoomWall_06854;green molded-panel wall
RoomWall_06855;orange camo wall
RoomWall_06856;red two-toned tile wall
RoomWall_06857;peach two-toned tile wall
RoomWall_06858;blue two-toned tile wall
RoomWall_06859;black two-toned tile wall
RoomWall_06861;white hallway wall
RoomWall_06862;black hallway wall
RoomWall_06863;olive desert-tile wall
RoomWall_06864;purple desert-tile wall
RoomWall_06865;yellow playroom wall
RoomWall_06866;green playroom wall
RoomWall_06868;white-rose wall
RoomWall_06869;blue-rose wall
RoomWall_06870;red heart-pattern wall
RoomWall_06871;yellow heart-pattern wall
RoomWall_06872;yellow flower-print wall
RoomWall_06873;blue flower-print wall
RoomWall_06874;sepia puzzle wall
RoomWall_06875;purple puzzle wall
RoomWall_06876;botanical-tile wall
RoomWall_06877;black botanical-tile wall
RoomWall_06878;green intricate wall
RoomWall_06879;red intricate wall
RoomWall_07127;blue tile wall
RoomWall_07187;forest wall
RoomWall_07205;cherry-blossom-trees wall
RoomWall_07215;cute white wall
RoomWall_07216;cute red wall
RoomWall_07217;cute blue wall
RoomWall_07218;cute yellow wall
RoomWall_07241;blue diner wall
RoomWall_07242;pink diner wall
RoomWall_07243;gray diner wall
RoomWall_07244;brown diner wall
RoomWall_07274;pink quilt wall
RoomWall_07275;purple quilt wall
RoomWall_07276;yellow quilt wall
RoomWall_07277;blue quilt wall
RoomWall_11176;chic tearoom wall
RoomWall_11177;soothing tearoom wall
RoomWall_11178;modern tearoom wall
RoomWall_11180;harmonious wall
RoomWall_11915;misty-garden wall
RoomWall_12461;wedding-party wall
RoomWall_12466;white wedding wall
RoomWall_12468;brown wedding wall
RoomWall_12469;green wedding wall
RoomWall_12566;mermaid wall
RoomWall_12567;pirate wall
RoomWall_13224;spooky wall
RoomWall_13230;fireworks-show wall
RoomWall_13318;Turkey Day wall
RoomWall_13603;falling-snow wall
RoomWall_13609;aurora wall
RoomWall_13805;mushroom mural
