label;English
RoomFloor_05081;brown argyle-tile flooring
RoomFloor_05082;circuit-board flooring
RoomFloor_05163;rubber-tile flooring
RoomFloor_05232;artsy parquet flooring
RoomFloor_05233;slate flooring
RoomFloor_05234;mossy-garden flooring
RoomFloor_05235;construction-site flooring
RoomFloor_05236;garbage-heap flooring
RoomFloor_05237;highway flooring
RoomFloor_05238;swamp flooring
RoomFloor_05239;rocky-mountain flooring
RoomFloor_05240;ramshackle flooring
RoomFloor_05241;party flooring
RoomFloor_05243;crop-circles flooring
RoomFloor_05248;skull-print flooring
RoomFloor_05250;future-tech flooring
RoomFloor_05253;iceberg flooring
RoomFloor_05255;oasis flooring
RoomFloor_05267;cloud flooring
RoomFloor_05268;underwater flooring
RoomFloor_05269;galaxy flooring
RoomFloor_05270;sci-fi flooring
RoomFloor_05273;flowing-river flooring
RoomFloor_05274;lava flooring
RoomFloor_05515;jungle flooring
RoomFloor_05516;ice flooring
RoomFloor_06005;Nook Inc. flooring
RoomFloor_06843;white iron-parquet flooring
RoomFloor_06844;cool vinyl flooring
RoomFloor_06845;orange camo flooring
RoomFloor_06846;blue mosaic-tile flooring
RoomFloor_06847;green floral flooring
RoomFloor_06848;tiger-print flooring
RoomFloor_06849;brown-brick flooring
RoomFloor_06927;purple desert-tile flooring
RoomFloor_06928;olive desert-tile flooring
RoomFloor_07184;sepia puzzle flooring
RoomFloor_07185;purple puzzle flooring
RoomFloor_07186;forest flooring
RoomFloor_07204;cherry-blossom flooring
RoomFloor_07219;cute white-tile flooring
RoomFloor_07220;cute red-tile flooring
RoomFloor_07221;cute blue-tile flooring
RoomFloor_07222;cute yellow-tile flooring
RoomFloor_07239;starry-sands flooring
RoomFloor_10178;Kerokerokeroppi flooring
RoomFloor_10179;Kiki & Lala flooring
RoomFloor_10180;My Melody flooring
RoomFloor_10181;Pompompurin flooring
RoomFloor_10182;Cinnamoroll flooring
RoomFloor_10183;Hello Kitty flooring
RoomFloor_12423;Bunny Day flooring
RoomFloor_12431;white wedding flooring
RoomFloor_12433;brown wedding flooring
RoomFloor_12434;green wedding flooring
RoomFloor_12568;mermaid flooring
RoomFloor_12569;pirate flooring
RoomFloor_13225;spooky flooring
RoomFloor_13319;Turkey Day flooring
RoomFloor_13804;block flooring
RoomFloor_14253;prom flooring
