label;English
FlowerBud_03870;orange-rose plant
FlowerBud_03872;purple-rose plant
FlowerBud_03874;black-rose plant
FlowerBud_03876;blue-rose plant
FlowerBud_03878;gold-rose plant
FlowerBud_03885;white-lily sprouts
FlowerBud_03886;white-lily plant
FlowerBud_03887;red-lily sprouts
FlowerBud_03888;red-lily plant
FlowerBud_03889;yellow-lily sprouts
FlowerBud_03890;yellow-lily plant
FlowerBud_03892;pink-lily plant
FlowerBud_03894;orange-lily plant
FlowerBud_03896;black-lily plant
FlowerBud_03897;white-windflower sprouts
FlowerBud_03898;white-windflower plant
FlowerBud_03899;orange-windflower sprouts
FlowerBud_03900;orange-windflower plant
FlowerBud_03902;blue-windflower plant
FlowerBud_03904;pink-windflower plant
FlowerBud_03905;red-windflower sprouts
FlowerBud_03906;red-windflower plant
FlowerBud_03908;purple-windflower plant
FlowerBud_03909;white-hyacinth sprouts
FlowerBud_03910;white-hyacinth plant
FlowerBud_03911;yellow-hyacinth sprouts
FlowerBud_03912;yellow-hyacinth plant
FlowerBud_03914;pink-hyacinth plant
FlowerBud_03916;orange-hyacinth plant
FlowerBud_03917;red-hyacinth sprouts
FlowerBud_03918;red-hyacinth plant
FlowerBud_03920;blue-hyacinth plant
FlowerBud_03922;purple-hyacinth plant
FlowerBud_03923;white-mum sprouts
FlowerBud_03924;white-mum plant
FlowerBud_03925;yellow-mum sprouts
FlowerBud_03926;yellow-mum plant
FlowerBud_03928;purple-mum plant
FlowerBud_03930;pink-mum plant
FlowerBud_03931;red-mum sprouts
FlowerBud_03932;red-mum plant
FlowerBud_03934;green-mum plant
FlowerBud_07651;lily-of-the-valley plant
FlowerSeed_02626;red-cosmos bag
FlowerSeed_02626_pl;red-cosmos bags
FlowerSeed_02629;white-cosmos bag
FlowerSeed_02629_pl;white-cosmos bags
FlowerSeed_02864;yellow-cosmos bag
FlowerSeed_02864_pl;yellow-cosmos bags
FlowerSeed_02880;white-tulip bag
FlowerSeed_02880_pl;white-tulip bags
FlowerSeed_02884;red-tulip bag
FlowerSeed_02884_pl;red-tulip bags
FlowerSeed_02888;yellow-tulip bag
FlowerSeed_02888_pl;yellow-tulip bags
FlowerSeed_02908;white-pansy bag
FlowerSeed_02908_pl;white-pansy bags
FlowerSeed_02912;red-pansy bag
FlowerSeed_02912_pl;red-pansy bags
FlowerSeed_02916;yellow-pansy bag
FlowerSeed_02916_pl;yellow-pansy bags
FlowerSeed_02932;white-rose bag
FlowerSeed_02932_pl;white-rose bags
FlowerSeed_02936;red-rose bag
FlowerSeed_02936_pl;red-rose bags
FlowerSeed_02940;yellow-rose bag
FlowerSeed_02940_pl;yellow-rose bags
FlowerSeed_02980;white-lily bag
FlowerSeed_02980_pl;white-lily bags
FlowerSeed_02984;red-lily bag
FlowerSeed_02984_pl;red-lily bags
FlowerSeed_02988;yellow-lily bag
FlowerSeed_02988_pl;yellow-lily bags
FlowerSeed_03710;white-windflower bag
FlowerSeed_03710_pl;white-windflower bags
FlowerSeed_03714;orange-windflower bag
FlowerSeed_03714_pl;orange-windflower bags
FlowerSeed_03724;red-windflower bag
FlowerSeed_03724_pl;red-windflower bags
FlowerSeed_03731;white-hyacinth bag
FlowerSeed_03731_pl;white-hyacinth bags
FlowerSeed_03735;yellow-hyacinth bag
FlowerSeed_03735_pl;yellow-hyacinth bags
FlowerSeed_03745;red-hyacinth bag
FlowerSeed_03745_pl;red-hyacinth bags
FlowerSeed_03755;white-mum bag
FlowerSeed_03755_pl;white-mum bags
FlowerSeed_03759;yellow-mum bag
FlowerSeed_03759_pl;yellow-mum bags
FlowerSeed_03769;red-mum bag
FlowerSeed_03769_pl;red-mum bags
Fruit_02213;apple
Fruit_02213_pl;apples
Fruit_02214;orange
Fruit_02214_pl;oranges
Fruit_02285;pear
Fruit_02285_pl;pears
Fruit_02286;peach
Fruit_02286_pl;peaches
Fruit_02287;cherry
Fruit_02287_pl;cherries
Fruit_02288;coconut
Fruit_02288_pl;coconuts
Mushroom_03276;elegant mushroom
Mushroom_03276_pl;elegant mushrooms
Mushroom_03277;round mushroom
Mushroom_03277_pl;round mushrooms
Mushroom_03278;skinny mushroom
Mushroom_03278_pl;skinny mushrooms
Mushroom_03279;flat mushroom
Mushroom_03279_pl;flat mushrooms
Mushroom_03280;rare mushroom
Mushroom_03280_pl;rare mushrooms
Tree_02796;small young hardwood
Tree_02797;medium young hardwood
Tree_02798;large young hardwood
Tree_02799;hardwood tree
Tree_02802;small young cedar
Tree_02803;medium young cedar
Tree_02804;large young cedar
Tree_02805;cedar tree
Tree_02806;nursery coconut
Tree_02807;small young coconut
Tree_02808;medium young coconut
Tree_02809;large young coconut
Tree_02810;coconut tree
Tree_02811;nursery bamboo
Tree_02812;small young bamboo
Tree_02813;medium young bamboo
Tree_02814;large young bamboo
Tree_02815;bamboo tree
Tree_03356;nursery apple
Tree_03357;small young apple
Tree_03358;medium young apple
Tree_03359;large young apple
Tree_03360;apple tree
Tree_03361;nursery orange
Tree_03362;small young orange
Tree_03363;medium young orange
Tree_03364;large young orange
Tree_03365;orange tree
Tree_03366;nursery pear
Tree_03367;small young pear
Tree_03368;medium young pear
Tree_03369;large young pear
Tree_03370;pear tree
Tree_03371;nursery peach
Tree_03372;small young peach
Tree_03373;medium young peach
Tree_03374;large young peach
Tree_03375;peach tree
Tree_03377;nursery cherry
Tree_03378;small young cherry
Tree_03379;medium young cherry
Tree_03380;large young cherry
Tree_03381;cherry tree
Tree_04426;money tree
Tree_04436;nursery money tree
Tree_04437;small young money tree
Tree_04438;medium young money tree
Tree_04439;large young money tree
Tree_05151;nursery cedar
Tree_05152;nursery hardwood
TreeSeedling_02794;sapling
TreeSeedling_02794_pl;saplings
TreeSeedling_02800;cedar sapling
TreeSeedling_02800_pl;cedar saplings
VegeSeedling_13227;pumpkin start
VegeSeedling_13227_pl;pumpkin starts
Vegetable_02295;bamboo shoot
Vegetable_02295_pl;bamboo shoots
Vegetable_04525;orange pumpkin
Vegetable_04525_pl;orange pumpkins
Vegetable_04526;yellow pumpkin
Vegetable_04526_pl;yellow pumpkins
Vegetable_04527;green pumpkin
Vegetable_04527_pl;green pumpkins
Vegetable_04528;white pumpkin
Vegetable_04528_pl;white pumpkins
VegeTree_03052;small pumpkin sprout
VegeTree_03053;medium pumpkin sprout
VegeTree_04362;large pumpkin sprout
VegeTree_04529;s. orange-pumpkin sprout
VegeTree_04530;m. orange-pumpkin sprout
VegeTree_04531;lg. orange-pumpkin sprout
VegeTree_04532;ripe orange-pumpkin plant
VegeTree_04533;s. yellow-pumpkin sprout
VegeTree_04534;m. yellow-pumpkin sprout
VegeTree_04535;lg. yellow-pumpkin sprout
VegeTree_04536;ripe yellow-pumpkin plant
VegeTree_04537;s. green-pumpkin sprout
VegeTree_04538;m. green-pumpkin sprout
VegeTree_04539;lg. green-pumpkin sprout
VegeTree_04540;ripe green-pumpkin plant
VegeTree_04541;s. white-pumpkin sprout
VegeTree_04542;m. white-pumpkin sprout
VegeTree_04543;lg. white-pumpkin sprout
VegeTree_04544;ripe white-pumpkin plant
Weed_02624;clump of weeds
Weed_02624_pl;clumps of weeds
